make_model,price,body_type,type,warranty,mileage,gearbox,fuel_type,seller,engine_size,gears,co_emissions,drivetrain,extras,empty_weight,full_service_history,upholstery,previous_owner,energy_efficiency_class,age,power_kW,cons_avg,comfort_&_convenience_Package,entertainment_&_media_Package,safety_&_security_Package
Fiat 500X,18790.0,Off-Road/Pick-up,Used,Yes,11864.0,Manual,Benzine,Dealer,999.0,6.0,138.0,Front,2,1320.0,No,Part/Full Leather,1.0,unefficient,2.0,88.0,6.7,Standard,Standard,Safety Standard Package
Fiat 500X,15794.0,Off-Road/Pick-up,Used,Yes,91294.0,Automatic,Benzine,Dealer,1368.0,6.0,138.0,4WD,1,1430.0,No,Part/Full Leather,1.0,unefficient,6.0,125.0,6.7,Standard,Standard,Safety Standard Package
Fiat 500X,12897.0,Off-Road/Pick-up,Used,Yes,151987.0,Automatic,Diesel,Dealer,1956.0,6.0,109.0,4WD,2,1495.0,No,Part/Full Leather,2.0,unefficient,7.0,103.0,5.5,Standard,Standard,Safety Standard Package
Fiat 500X,19970.0,Off-Road/Pick-up,Used,Yes,25910.0,Manual,Benzine,Dealer,1000.0,6.0,138.0,Front,1,1320.0,No,Part/Full Leather,1.0,unefficient,3.0,88.0,5.9,Standard,Standard,Safety Standard Package
Fiat 500X,26300.0,Off-Road/Pick-up,Pre-registered,Yes,10.0,Manual,Diesel,Dealer,1598.0,6.0,109.0,Front,1,1320.0,No,Part/Full Leather,1.0,unefficient,0.0,96.0,4.1,Standard,Standard,Safety Standard Package
Fiat 500X,14100.0,Off-Road/Pick-up,Used,Yes,50000.0,Manual,Benzine,Dealer,1598.0,5.0,138.0,Front,1,1275.0,No,Part/Full Leather,1.0,unefficient,3.0,81.0,6.7,Standard,Standard,Safety Standard Package
Fiat 500X,22399.0,Off-Road/Pick-up,Used,No,18000.0,Manual,Diesel,Dealer,1598.0,6.0,125.0,Front,5,1320.0,Yes,Cloth,1.0,unefficient,1.0,96.0,4.8,Standard,Plus,Safety Premium Package
Fiat 500X,17400.0,Off-Road/Pick-up,Used,Yes,29925.0,Manual,Benzine,Dealer,1000.0,6.0,138.0,Front,1,1320.0,No,Cloth,1.0,unefficient,2.0,88.0,5.8,Standard,Standard,Safety Standard Package
Fiat 500X,15390.0,Off-Road/Pick-up,Used,Yes,23994.0,Manual,Benzine,Dealer,1598.0,6.0,138.0,Front,1,1320.0,No,Cloth,1.0,unefficient,3.0,88.0,5.9,Standard,Standard,Safety Standard Package
Fiat 500X,12897.0,Off-Road/Pick-up,Used,Yes,151987.0,Automatic,Diesel,Dealer,1956.0,6.0,109.0,4WD,2,1495.0,No,Cloth,2.0,unefficient,7.0,103.0,5.5,Standard,Standard,Safety Standard Package
Fiat 500X,12500.0,Off-Road/Pick-up,Used,Yes,104103.0,Manual,Diesel,Dealer,1248.0,5.0,109.0,Front,1,1320.0,No,Cloth,1.0,unefficient,5.0,70.0,4.1,Standard,Standard,Safety Standard Package
Fiat 500X,12897.0,Off-Road/Pick-up,Used,Yes,151987.0,Automatic,Diesel,Dealer,1956.0,6.0,109.0,4WD,2,1495.0,No,Cloth,2.0,unefficient,7.0,103.0,5.5,Standard,Standard,Safety Standard Package
Fiat 500X,15390.0,Off-Road/Pick-up,Used,Yes,23994.0,Manual,Benzine,Dealer,1598.0,6.0,138.0,Front,1,1320.0,No,Cloth,1.0,unefficient,3.0,88.0,5.9,Standard,Standard,Safety Standard Package
Fiat 500X,29490.0,Off-Road/Pick-up,Pre-registered,No,10.0,Automatic,Benzine,Dealer,1332.0,6.0,140.0,Front,8,1320.0,Yes,Cloth,1.0,unefficient,0.0,110.0,6.1,Premium,Plus,Safety Premium Package
Fiat 500X,15800.0,Off-Road/Pick-up,Used,Yes,109888.0,Manual,Diesel,Dealer,1598.0,6.0,109.0,Front,1,1320.0,No,Cloth,1.0,unefficient,5.0,88.0,4.1,Standard,Standard,Safety Standard Package
Fiat 500X,12990.0,Off-Road/Pick-up,Used,No,149679.0,Manual,Diesel,Dealer,1956.0,6.0,109.0,4WD,1,1430.0,No,Cloth,2.0,unefficient,7.0,103.0,4.9,Standard,Standard,Safety Standard Package
Fiat 500X,28690.0,Off-Road/Pick-up,Pre-registered,Yes,0.0,Manual,Benzine,Dealer,999.0,6.0,138.0,Front,1,1320.0,No,Cloth,1.0,unefficient,0.0,88.0,6.0,Standard,Standard,Safety Standard Package
Fiat 500X,20200.0,Off-Road/Pick-up,Used,Yes,13235.0,Manual,Benzine,Dealer,1000.0,6.0,138.0,Front,1,1320.0,No,Cloth,1.0,unefficient,1.0,88.0,6.6,Standard,Standard,Safety Standard Package
Fiat 500X,13500.0,Off-Road/Pick-up,Used,Yes,31675.0,Manual,Benzine,Dealer,1598.0,6.0,138.0,Front,1,1320.0,No,Cloth,1.0,unefficient,2.0,88.0,5.9,Standard,Standard,Safety Standard Package
Fiat 500X,12897.0,Off-Road/Pick-up,Used,Yes,151987.0,Automatic,Diesel,Dealer,1956.0,6.0,109.0,4WD,2,1495.0,No,Cloth,2.0,unefficient,7.0,103.0,5.5,Standard,Standard,Safety Standard Package
Fiat 500X,16545.0,Off-Road/Pick-up,Used,Yes,76220.0,Manual,Diesel,Dealer,1598.0,6.0,109.0,Front,1,1320.0,No,Cloth,1.0,unefficient,4.0,88.0,4.1,Standard,Standard,Safety Standard Package
Fiat 500X,13754.0,Off-Road/Pick-up,Used,Yes,27084.0,Manual,Benzine,Dealer,1598.0,5.0,138.0,Front,1,1320.0,No,Cloth,1.0,unefficient,4.0,81.0,6.4,Standard,Standard,Safety Standard Package
Fiat 500X,18900.0,Off-Road/Pick-up,Used,Yes,7000.0,Manual,Benzine,Dealer,1000.0,6.0,138.0,Front,1,1320.0,No,Cloth,1.0,unefficient,2.0,88.0,5.9,Standard,Standard,Safety Standard Package
Fiat 500X,16800.0,Off-Road/Pick-up,Used,Yes,26464.0,Manual,Benzine,Dealer,999.0,6.0,138.0,Front,1,1320.0,No,Cloth,1.0,unefficient,2.0,88.0,5.8,Standard,Standard,Safety Standard Package
Fiat 500X,16500.0,Off-Road/Pick-up,Used,Yes,17089.0,Manual,Benzine,Dealer,1598.0,5.0,138.0,Front,1,1275.0,No,Cloth,1.0,unefficient,4.0,81.0,6.7,Standard,Standard,Safety Standard Package
Fiat 500X,14990.0,Off-Road/Pick-up,Used,Yes,66761.0,Manual,Diesel,Dealer,1600.0,6.0,109.0,Front,1,1320.0,No,Cloth,1.0,unefficient,4.0,88.0,4.3,Standard,Standard,Safety Standard Package
Fiat 500X,15950.0,Off-Road/Pick-up,Used,No,92120.0,Manual,Benzine,Dealer,1368.0,6.0,139.0,Front,6,1320.0,Yes,Part/Full Leather,1.0,unefficient,4.0,103.0,6.0,Premium,Plus,Safety Premium Package
Fiat 500X,15794.0,Off-Road/Pick-up,Used,Yes,91294.0,Automatic,Benzine,Dealer,1368.0,6.0,138.0,4WD,1,1430.0,No,Part/Full Leather,1.0,unefficient,6.0,125.0,6.7,Standard,Standard,Safety Standard Package
Fiat 500X,15700.0,Off-Road/Pick-up,Used,Yes,69773.0,Manual,Diesel,Dealer,1598.0,6.0,109.0,Front,1,1320.0,No,Part/Full Leather,1.0,unefficient,4.0,88.0,4.1,Standard,Standard,Safety Standard Package
Fiat 500X,12897.0,Off-Road/Pick-up,Used,Yes,151987.0,Automatic,Diesel,Dealer,1956.0,6.0,109.0,4WD,2,1495.0,No,Part/Full Leather,2.0,unefficient,7.0,103.0,5.5,Standard,Standard,Safety Standard Package
Fiat 500X,15700.0,Off-Road/Pick-up,Used,Yes,69773.0,Manual,Diesel,Dealer,1598.0,6.0,109.0,Front,1,1320.0,No,Part/Full Leather,1.0,unefficient,4.0,88.0,4.1,Standard,Standard,Safety Standard Package
Fiat 500X,15390.0,Off-Road/Pick-up,Used,Yes,23994.0,Manual,Benzine,Dealer,1598.0,6.0,138.0,Front,1,1320.0,No,Part/Full Leather,1.0,unefficient,3.0,88.0,5.9,Standard,Standard,Safety Standard Package
Fiat 500X,14450.0,Off-Road/Pick-up,Used,Yes,102298.0,Manual,Diesel,Dealer,1598.0,6.0,109.0,Front,1,1320.0,No,Part/Full Leather,1.0,unefficient,4.0,88.0,4.1,Standard,Standard,Safety Standard Package
Fiat 500X,16995.0,Off-Road/Pick-up,Used,Yes,69171.0,Manual,Diesel,Dealer,1598.0,6.0,109.0,Front,1,1320.0,No,Part/Full Leather,1.0,unefficient,4.0,88.0,4.1,Standard,Standard,Safety Standard Package
Fiat 500X,17900.0,Off-Road/Pick-up,Used,Yes,28964.0,Manual,Benzine,Dealer,999.0,6.0,138.0,Front,1,1320.0,No,Part/Full Leather,1.0,unefficient,4.0,88.0,5.8,Standard,Standard,Safety Standard Package
Fiat 500X,26499.0,Off-Road/Pick-up,Used,No,8500.0,Manual,Benzine,Dealer,999.0,6.0,138.0,Front,1,1320.0,No,Part/Full Leather,1.0,unefficient,0.0,88.0,0.0,Standard,Standard,Safety Standard Package
Fiat 500X,14450.0,Off-Road/Pick-up,Used,Yes,102298.0,Manual,Diesel,Dealer,1598.0,6.0,109.0,Front,1,1320.0,No,Part/Full Leather,1.0,unefficient,4.0,88.0,4.1,Standard,Standard,Safety Standard Package
Fiat 500X,15990.0,Off-Road/Pick-up,Used,Yes,23781.0,Manual,Benzine,Dealer,1598.0,5.0,138.0,Front,1,1275.0,No,Part/Full Leather,1.0,unefficient,4.0,81.0,6.7,Standard,Standard,Safety Standard Package
Fiat 500X,16800.0,Off-Road/Pick-up,Used,Yes,25946.0,Manual,Benzine,Dealer,999.0,6.0,138.0,Front,1,1320.0,No,Part/Full Leather,1.0,unefficient,2.0,88.0,5.8,Standard,Standard,Safety Standard Package
Fiat 500X,14490.0,Off-Road/Pick-up,Used,No,70700.0,Manual,Benzine,Dealer,1368.0,6.0,139.0,Front,6,1320.0,No,Part/Full Leather,1.0,unefficient,6.0,103.0,6.0,Standard,Standard,Safety Premium Package
Fiat 500X,14490.0,Off-Road/Pick-up,Used,Yes,82705.0,Manual,Benzine,Dealer,1400.0,6.0,138.0,Front,1,1320.0,No,Part/Full Leather,1.0,unefficient,4.0,103.0,6.0,Standard,Standard,Safety Standard Package
Fiat 500X,15900.0,Off-Road/Pick-up,Used,Yes,26900.0,Manual,Benzine,Dealer,1600.0,6.0,138.0,Front,1,1320.0,No,Part/Full Leather,1.0,unefficient,5.0,81.0,5.9,Standard,Standard,Safety Standard Package
Fiat 500X,20100.0,Off-Road/Pick-up,Used,Yes,16200.0,Manual,Benzine,Dealer,1000.0,6.0,138.0,Front,1,1320.0,No,Part/Full Leather,1.0,unefficient,0.0,88.0,6.6,Standard,Standard,Safety Standard Package
Fiat 500X,15390.0,Off-Road/Pick-up,Used,Yes,40749.0,Manual,Benzine,Dealer,1368.0,6.0,138.0,Front,1,1320.0,No,Part/Full Leather,1.0,unefficient,4.0,103.0,6.0,Standard,Standard,Safety Standard Package
Fiat 500X,13754.0,Off-Road/Pick-up,Used,Yes,27084.0,Manual,Benzine,Dealer,1598.0,5.0,138.0,Front,1,1320.0,No,Part/Full Leather,1.0,unefficient,4.0,81.0,6.4,Standard,Standard,Safety Standard Package
Fiat 500X,17100.0,Off-Road/Pick-up,Used,No,12600.0,Automatic,Benzine,Dealer,1368.0,6.0,131.0,Front,2,1320.0,Yes,Part/Full Leather,1.0,unefficient,6.0,103.0,5.5,Standard,Standard,Safety Premium Package
Fiat 500X,12800.0,Off-Road/Pick-up,Used,Yes,113342.0,Automatic,Benzine,Dealer,1368.0,6.0,138.0,Front,1,1320.0,No,Part/Full Leather,1.0,unefficient,5.0,103.0,5.7,Standard,Standard,Safety Premium Plus Package
Fiat 500X,16545.0,Off-Road/Pick-up,Used,Yes,76220.0,Manual,Diesel,Dealer,1598.0,6.0,109.0,Front,1,1320.0,No,Part/Full Leather,1.0,unefficient,4.0,88.0,4.1,Standard,Standard,Safety Standard Package
Fiat 500X,14990.0,Off-Road/Pick-up,Used,Yes,66761.0,Manual,Diesel,Dealer,1600.0,6.0,109.0,Front,1,1320.0,No,Part/Full Leather,1.0,unefficient,4.0,88.0,4.3,Standard,Standard,Safety Standard Package
Fiat 500X,18900.0,Off-Road/Pick-up,Used,Yes,28016.0,Manual,Diesel,Dealer,1598.0,6.0,109.0,Front,1,1320.0,No,Part/Full Leather,1.0,unefficient,3.0,88.0,4.7,Standard,Standard,Safety Standard Package
Fiat 500X,16818.0,Off-Road/Pick-up,Used,Yes,77491.0,Automatic,Diesel,Dealer,1598.0,6.0,109.0,Front,1,1320.0,No,Part/Full Leather,1.0,unefficient,4.0,88.0,4.3,Standard,Standard,Safety Standard Package
Fiat 500X,20840.0,Off-Road/Pick-up,Used,Yes,17000.0,Manual,Benzine,Dealer,999.0,6.0,138.0,Front,1,1320.0,No,Part/Full Leather,1.0,unefficient,2.0,88.0,7.0,Standard,Standard,Safety Standard Package
Fiat 500X,12897.0,Off-Road/Pick-up,Used,Yes,151987.0,Automatic,Diesel,Dealer,1956.0,6.0,109.0,4WD,2,1495.0,No,Part/Full Leather,2.0,unefficient,7.0,103.0,5.5,Standard,Standard,Safety Standard Package
Fiat 500X,14845.0,Off-Road/Pick-up,Used,Yes,11109.0,Manual,Benzine,Dealer,1600.0,6.0,138.0,Front,1,1320.0,No,Part/Full Leather,1.0,unefficient,4.0,81.0,5.9,Standard,Standard,Safety Standard Package
Fiat 500X,23990.0,Off-Road/Pick-up,Pre-registered,Yes,1.0,Manual,Diesel,Dealer,1.0,6.0,109.0,Front,1,1320.0,No,Part/Full Leather,1.0,unefficient,1.0,96.0,4.7,Standard,Standard,Safety Standard Package
Fiat 500X,15390.0,Off-Road/Pick-up,Used,Yes,40749.0,Manual,Benzine,Dealer,1368.0,6.0,138.0,Front,1,1320.0,No,Part/Full Leather,1.0,unefficient,4.0,103.0,6.0,Standard,Standard,Safety Standard Package
Fiat 500X,16545.0,Off-Road/Pick-up,Used,Yes,76220.0,Manual,Diesel,Dealer,1598.0,6.0,109.0,Front,1,1320.0,No,Part/Full Leather,1.0,unefficient,4.0,88.0,4.1,Standard,Standard,Safety Standard Package
Fiat 500X,14766.0,Off-Road/Pick-up,Used,Yes,124516.0,Manual,Diesel,Dealer,1598.0,6.0,109.0,Front,1,1320.0,No,Part/Full Leather,1.0,unefficient,5.0,88.0,4.1,Standard,Standard,Safety Standard Package
Fiat 500X,14450.0,Off-Road/Pick-up,Used,Yes,102298.0,Manual,Diesel,Dealer,1598.0,6.0,109.0,Front,1,1320.0,No,Part/Full Leather,1.0,unefficient,4.0,88.0,4.1,Standard,Standard,Safety Standard Package
Fiat 500X,15794.0,Off-Road/Pick-up,Used,Yes,91294.0,Automatic,Benzine,Dealer,1368.0,6.0,138.0,4WD,1,1430.0,No,Part/Full Leather,1.0,unefficient,6.0,125.0,6.7,Standard,Standard,Safety Standard Package
Fiat 500X,16500.0,Off-Road/Pick-up,Used,No,34000.0,Manual,Diesel,Dealer,1956.0,6.0,130.0,4WD,9,1505.0,Yes,Part/Full Leather,1.0,unefficient,5.0,103.0,4.9,Premium,Plus,Safety Premium Package
Fiat 500X,15390.0,Off-Road/Pick-up,Used,Yes,40749.0,Manual,Benzine,Dealer,1368.0,6.0,138.0,Front,1,1320.0,No,Part/Full Leather,1.0,unefficient,4.0,103.0,6.0,Standard,Standard,Safety Standard Package
Fiat 500X,12897.0,Off-Road/Pick-up,Used,Yes,151987.0,Automatic,Diesel,Dealer,1956.0,6.0,109.0,4WD,2,1495.0,No,Part/Full Leather,2.0,unefficient,7.0,103.0,5.5,Standard,Standard,Safety Standard Package
Fiat 500X,22490.0,Off-Road/Pick-up,Pre-registered,Yes,1.0,Manual,Benzine,Dealer,1.0,6.0,138.0,Front,1,1320.0,No,Part/Full Leather,1.0,unefficient,0.0,88.0,5.8,Standard,Standard,Safety Standard Package
Fiat 500X,14486.0,Off-Road/Pick-up,Used,Yes,48684.0,Manual,Benzine,Dealer,1598.0,5.0,138.0,Front,1,1320.0,No,Part/Full Leather,1.0,unefficient,5.0,81.0,6.4,Standard,Standard,Safety Standard Package
Fiat 500X,9990.0,Off-Road/Pick-up,Used,Yes,220000.0,Manual,Diesel,Dealer,1248.0,5.0,109.0,Front,1,1320.0,No,Part/Full Leather,1.0,unefficient,6.0,70.0,4.1,Standard,Standard,Safety Standard Package
Fiat 500X,18500.0,Off-Road/Pick-up,Used,Yes,2300.0,Manual,Benzine,Dealer,999.0,6.0,138.0,Front,1,1320.0,No,Part/Full Leather,1.0,unefficient,2.0,88.0,5.8,Standard,Standard,Safety Standard Package
Fiat 500X,15999.0,Off-Road/Pick-up,Used,No,100000.0,Automatic,Benzine,Dealer,1368.0,6.0,138.0,Front,1,1320.0,No,Part/Full Leather,1.0,unefficient,5.0,103.0,5.7,Standard,Standard,Safety Standard Package
Fiat 500X,13390.0,Off-Road/Pick-up,Used,Yes,50306.0,Manual,Benzine,Dealer,1600.0,6.0,138.0,Front,1,1320.0,No,Part/Full Leather,1.0,unefficient,4.0,81.0,5.9,Standard,Standard,Safety Standard Package
Fiat 500X,16900.0,Off-Road/Pick-up,Used,Yes,40000.0,Automatic,Benzine,Dealer,1368.0,6.0,138.0,4WD,1,1430.0,No,Part/Full Leather,1.0,unefficient,6.0,125.0,6.7,Standard,Standard,Safety Standard Package
Fiat 500X,17490.0,Off-Road/Pick-up,Used,Yes,24733.0,Manual,Benzine,Dealer,1000.0,6.0,138.0,Front,1,1320.0,No,Part/Full Leather,1.0,unefficient,2.0,88.0,6.6,Standard,Standard,Safety Standard Package
Fiat 500X,17990.0,Off-Road/Pick-up,Used,Yes,15527.0,Manual,Diesel,Dealer,1600.0,6.0,109.0,Front,1,1320.0,No,Part/Full Leather,1.0,unefficient,5.0,88.0,4.3,Standard,Standard,Safety Standard Package
Fiat 500X,16545.0,Off-Road/Pick-up,Used,Yes,76220.0,Manual,Diesel,Dealer,1598.0,6.0,109.0,Front,1,1320.0,No,Part/Full Leather,1.0,unefficient,4.0,88.0,4.1,Standard,Standard,Safety Standard Package
Fiat 500X,14845.0,Off-Road/Pick-up,Used,Yes,11109.0,Manual,Benzine,Dealer,1600.0,6.0,138.0,Front,1,1320.0,No,Part/Full Leather,1.0,unefficient,4.0,81.0,5.9,Standard,Standard,Safety Standard Package
Fiat 500X,16117.0,Off-Road/Pick-up,Used,Yes,36545.0,Manual,Benzine,Dealer,1000.0,6.0,138.0,Front,1,1320.0,No,Part/Full Leather,1.0,unefficient,3.0,88.0,5.9,Standard,Standard,Safety Standard Package
Fiat 500X,20990.0,Off-Road/Pick-up,Used,Yes,9800.0,Manual,Benzine,Dealer,1.0,6.0,138.0,Front,1,1320.0,No,Part/Full Leather,1.0,unefficient,1.0,88.0,5.8,Standard,Standard,Safety Standard Package
Fiat 500X,16754.0,Off-Road/Pick-up,Used,Yes,23734.0,Manual,Benzine,Dealer,1000.0,6.0,138.0,Front,1,1320.0,No,Part/Full Leather,1.0,unefficient,2.0,88.0,5.9,Standard,Standard,Safety Standard Package
Fiat 500X,16200.0,Off-Road/Pick-up,Used,Yes,54957.0,Manual,Benzine,Dealer,1368.0,6.0,138.0,Front,1,1320.0,No,Part/Full Leather,1.0,unefficient,5.0,103.0,6.0,Standard,Standard,Safety Standard Package
Fiat 500X,16990.0,Off-Road/Pick-up,Used,Yes,58068.0,Manual,Diesel,Dealer,1598.0,6.0,109.0,Front,1,1320.0,No,Part/Full Leather,1.0,unefficient,4.0,88.0,4.7,Standard,Standard,Safety Standard Package
Fiat 500X,14450.0,Off-Road/Pick-up,Used,Yes,102298.0,Manual,Diesel,Dealer,1598.0,6.0,109.0,Front,1,1320.0,No,Part/Full Leather,1.0,unefficient,4.0,88.0,4.1,Standard,Standard,Safety Standard Package
Fiat 500X,12897.0,Off-Road/Pick-up,Used,Yes,151987.0,Automatic,Diesel,Dealer,1956.0,6.0,109.0,4WD,2,1495.0,No,Part/Full Leather,2.0,unefficient,7.0,103.0,5.5,Standard,Standard,Safety Standard Package
Fiat 500X,15390.0,Off-Road/Pick-up,Used,Yes,23994.0,Manual,Benzine,Dealer,1598.0,6.0,138.0,Front,1,1320.0,No,Part/Full Leather,1.0,unefficient,3.0,88.0,5.9,Standard,Standard,Safety Standard Package
Fiat 500X,13754.0,Off-Road/Pick-up,Used,Yes,27084.0,Manual,Benzine,Dealer,1598.0,5.0,138.0,Front,1,1320.0,No,Part/Full Leather,1.0,unefficient,4.0,81.0,6.4,Standard,Standard,Safety Standard Package
Fiat 500X,16200.0,Off-Road/Pick-up,Used,Yes,54957.0,Manual,Benzine,Dealer,1368.0,6.0,138.0,Front,1,1320.0,No,Part/Full Leather,1.0,unefficient,5.0,103.0,6.0,Standard,Standard,Safety Standard Package
Fiat 500X,15636.0,Off-Road/Pick-up,Used,Yes,60389.0,Manual,Diesel,Dealer,1248.0,5.0,109.0,Front,1,1320.0,No,Part/Full Leather,1.0,unefficient,4.0,70.0,4.1,Standard,Standard,Safety Standard Package
Fiat Tipo,19400.0,Station wagon,Used,Yes,26824.0,Manual,Diesel,Dealer,1598.0,6.0,121.0,Front,3,1395.0,No,Cloth,1.0,efficient,1.0,96.0,4.3,Standard,Plus,Safety Premium Package
Fiat Tipo,10990.0,Station wagon,Used,Yes,52079.0,Manual,Diesel,Dealer,1598.0,6.0,113.0,Front,1,1320.0,No,Cloth,1.0,efficient,5.0,88.0,3.7,Standard,Standard,Safety Premium Package
Fiat Tipo,14500.0,Station wagon,Used,Yes,63128.0,Manual,Diesel,Dealer,1300.0,6.0,113.0,Front,1,1320.0,No,Cloth,1.0,unefficient,2.0,70.0,3.7,Standard,Standard,Safety Premium Package
Fiat Tipo,13500.0,Station wagon,Used,Yes,64221.0,Manual,Diesel,Dealer,1248.0,5.0,113.0,Front,1,1300.0,No,Cloth,2.0,unefficient,3.0,70.0,3.7,Standard,Standard,Safety Premium Package
Fiat Tipo,13800.0,Station wagon,Used,No,96950.0,Manual,Benzine,Dealer,1368.0,6.0,163.0,Front,6,1380.0,Yes,Cloth,1.0,unefficient,3.0,88.0,7.1,Premium,Plus,Safety Premium Package
Fiat Tipo,10290.0,Station wagon,Used,Yes,129654.0,Manual,Diesel,Dealer,1598.0,6.0,113.0,Front,1,1320.0,No,Cloth,1.0,efficient,5.0,88.0,3.7,Standard,Standard,Safety Standard Package
Fiat Tipo,13900.0,Station wagon,Used,No,81100.0,Manual,Benzine,Dealer,1368.0,6.0,132.0,Front,2,1320.0,Yes,Cloth,1.0,unefficient,3.0,70.0,5.7,Standard,Standard,Safety Premium Package
Fiat Tipo,13490.0,Station wagon,Used,Yes,82232.0,Manual,Diesel,Dealer,1598.0,6.0,125.0,Front,6,1465.0,Yes,Cloth,1.0,efficient,3.0,88.0,4.7,Premium,Plus,Safety Premium Package
Fiat Tipo,13500.0,Station wagon,Used,Yes,64221.0,Manual,Diesel,Dealer,1248.0,5.0,113.0,Front,1,1300.0,No,Cloth,1.0,unefficient,3.0,70.0,3.7,Standard,Standard,Safety Premium Package
Fiat Tipo,19800.0,Station wagon,Used,No,6400.0,Manual,Benzine,Dealer,1368.0,6.0,162.0,Front,2,1320.0,Yes,Cloth,1.0,unefficient,1.0,88.0,7.1,Standard,Standard,Safety Premium Package
Fiat Tipo,11790.0,Station wagon,Used,Yes,42464.0,Manual,Diesel,Dealer,1248.0,6.0,113.0,Front,1,1320.0,No,Cloth,1.0,unefficient,3.0,70.0,4.6,Standard,Standard,Safety Standard Package
Fiat Tipo,13500.0,Station wagon,Used,Yes,69999.0,Manual,Diesel,Dealer,1248.0,5.0,113.0,Front,1,1300.0,No,Cloth,1.0,unefficient,3.0,70.0,3.7,Standard,Standard,Safety Premium Package
Fiat Tipo,13500.0,Station wagon,Used,Yes,64221.0,Manual,Diesel,Dealer,1248.0,5.0,113.0,Front,1,1300.0,No,Cloth,1.0,unefficient,3.0,70.0,3.7,Standard,Standard,Safety Premium Package
Fiat Tipo,13998.0,Station wagon,Used,Yes,19794.0,Manual,Diesel,Dealer,1248.0,5.0,113.0,Front,1,1320.0,No,Cloth,1.0,unefficient,2.0,70.0,4.2,Standard,Standard,Safety Premium Package
Fiat Tipo,12900.0,Station wagon,Used,Yes,77000.0,Manual,Liquid/Natural Gas,Dealer,1368.0,6.0,135.0,Front,1,1310.0,No,Cloth,1.0,unefficient,3.0,88.0,8.3,Standard,Standard,Safety Premium Package
Fiat Tipo,11950.0,Station wagon,Used,Yes,109500.0,Manual,Diesel,Dealer,1598.0,6.0,113.0,Front,1,1320.0,No,Cloth,1.0,efficient,5.0,88.0,3.7,Standard,Standard,Safety Premium Package
Fiat Tipo,9970.0,Station wagon,Used,Yes,91769.0,Manual,Benzine,Dealer,1368.0,6.0,132.0,Front,3,1280.0,No,Cloth,1.0,efficient,5.0,70.0,5.7,Standard,Standard,Safety Premium Package
Fiat Tipo,15900.0,Station wagon,Used,No,3668.0,Manual,Benzine,Dealer,1368.0,6.0,132.0,Front,2,1320.0,No,Cloth,1.0,unefficient,2.0,70.0,5.8,Standard,Standard,Safety Premium Package
Fiat Tipo,23990.0,Station wagon,Pre-registered,No,99.0,Manual,Benzine,Dealer,999.0,5.0,126.0,Front,5,1315.0,Yes,Cloth,1.0,efficient,0.0,74.0,5.1,Standard,Plus,Safety Premium Package
Fiat Tipo,14500.0,Station wagon,Used,Yes,63128.0,Manual,Diesel,Dealer,1300.0,6.0,113.0,Front,1,1320.0,No,Cloth,1.0,unefficient,2.0,70.0,3.7,Standard,Standard,Safety Premium Package
Fiat Tipo,13500.0,Station wagon,Used,Yes,69999.0,Manual,Diesel,Dealer,1248.0,5.0,113.0,Front,1,1300.0,No,Cloth,1.0,unefficient,3.0,70.0,3.7,Standard,Standard,Safety Premium Package
Fiat Tipo,14500.0,Station wagon,Used,Yes,63128.0,Manual,Diesel,Dealer,1300.0,6.0,113.0,Front,1,1320.0,No,Cloth,1.0,unefficient,2.0,70.0,3.7,Standard,Standard,Safety Premium Package
Fiat Tipo,9100.0,Station wagon,Used,Yes,101900.0,Manual,Diesel,Dealer,1248.0,6.0,113.0,Front,1,1320.0,No,Cloth,1.0,efficient,5.0,70.0,3.7,Standard,Standard,Safety Standard Package
Fiat Tipo,24500.0,Station wagon,Pre-registered,No,0.0,Manual,Diesel,Dealer,1598.0,6.0,120.0,Front,2,1395.0,No,Cloth,1.0,efficient,1.0,96.0,4.5,Standard,Plus,Safety Premium Package
Fiat Tipo,10490.0,Station wagon,Used,Yes,88500.0,Manual,Diesel,Dealer,1248.0,5.0,103.0,Front,4,1375.0,No,Cloth,1.0,efficient,5.0,70.0,4.0,Standard,Plus,Safety Premium Package
Fiat Tipo,10490.0,Station wagon,Used,Yes,148000.0,Manual,Liquid/Natural Gas,Dealer,1368.0,6.0,146.0,Front,1,1395.0,No,Cloth,1.0,efficient,4.0,88.0,6.3,Standard,Standard,Safety Premium Package
Fiat Tipo,11900.0,Station wagon,Used,No,113525.0,Manual,Diesel,Dealer,1600.0,6.0,113.0,Front,2,1320.0,No,Cloth,1.0,efficient,5.0,88.0,3.7,Standard,Plus,Safety Premium Package
Fiat Tipo,10890.0,Station wagon,Used,No,100059.0,Manual,Diesel,Dealer,1598.0,6.0,98.0,Front,4,1465.0,Yes,Cloth,2.0,efficient,5.0,88.0,3.7,Standard,Standard,Safety Premium Package
Fiat 500X,38240.0,Station wagon,Used,No,5000.0,Manual,Benzine,Dealer,1469.0,5.0,134.0,Front,1,1570.0,No,Part/Full Leather,1.0,unefficient,0.0,98.0,6.0,Standard,Standard,Safety Premium Package
Fiat 500X,31999.0,Station wagon,Used,No,5000.0,Manual,Benzine,Dealer,1469.0,5.0,133.0,Front,1,1570.0,No,Part/Full Leather,1.0,unefficient,0.0,98.0,6.0,Standard,Plus,Safety Premium Package
