make_model,power_kW,age,empty_weight,mileage,gearbox,gears,drivetrain,cons_avg,co_emissions,price
Opel Astra,110.0,15.0,1400.0,342000.0,Manual,5.0,Front,6.1,165.0,1950.0
Opel Cascada,121.0,9.0,1626.0,16000.0,Automatic,6.0,Front,6.2,163.0,16900.0
Opel Cascada,147.0,8.0,1733.0,67662.0,Manual,6.0,Front,6.7,159.0,19880.0
Opel Astra,110.0,13.0,1400.0,189744.0,Manual,5.0,Front,6.1,165.0,5999.0
Opel Cascada,125.0,8.0,1733.0,47900.0,Automatic,6.0,Front,7.2,168.0,21900.0
Opel Cascada,121.0,8.0,1733.0,80000.0,Manual,6.0,Front,5.2,138.0,14500.0
Opel Astra,132.0,11.0,1365.0,125000.0,Manual,6.0,Front,9.3,221.0,7500.0
Opel Cascada,143.0,7.0,1816.0,76350.0,Manual,6.0,Front,5.3,139.0,17450.0
Opel Cascada,121.0,7.0,1816.0,161000.0,Manual,6.0,Front,5.2,138.0,12500.0
Opel Astra,110.0,15.0,1628.0,157300.0,Manual,6.0,Front,6.1,165.0,3400.0
Opel Cascada,102.0,8.0,1733.0,35200.0,Manual,6.0,Front,6.8,159.0,14550.0
Opel Cascada,121.0,8.0,1816.0,183679.0,Manual,6.0,Front,5.2,138.0,9950.0
Opel Cascada,121.0,8.0,1733.0,146555.0,Manual,6.0,Front,5.2,138.0,11950.0
Opel Astra,108.0,19.0,1393.0,160000.0,Manual,5.0,Rear,8.2,197.0,1500.0
Opel Astra,135.0,16.0,1513.0,226000.0,Manual,6.0,Front,6.1,165.0,2000.0
Opel Astra,77.0,15.0,1515.0,220000.0,Manual,5.0,Front,7.0,168.0,4500.0
Opel Cascada,125.0,7.0,1733.0,83000.0,Automatic,6.0,Front,7.6,176.0,13900.0
Opel Astra,147.0,16.0,1605.0,140000.0,Manual,6.0,Front,9.5,228.0,4950.0
Opel Cascada,103.0,9.0,1701.0,97368.0,Manual,6.0,Front,6.5,151.0,12000.0
Opel Cascada,147.0,5.0,1733.0,35378.0,Manual,6.0,Front,6.8,158.0,21190.0
Opel Astra,132.0,11.0,1575.0,72935.0,Manual,6.0,Front,7.9,185.0,10400.0
Opel Cascada,121.0,8.0,1733.0,194500.0,Manual,6.0,Front,5.2,138.0,8490.0
Opel Cascada,100.0,3.0,1733.0,75000.0,Automatic,6.0,Front,7.4,175.0,32000.0
Opel Astra,103.0,15.0,1520.0,192463.0,Manual,5.0,Front,7.7,185.0,2700.0
Opel Cascada,121.0,7.0,1816.0,100000.0,Automatic,6.0,Rear,6.2,163.0,14000.0
Opel Cascada,125.0,7.0,1816.0,87500.0,Manual,6.0,Front,4.9,129.0,13450.0
Opel Astra,103.0,15.0,1400.0,238400.0,Manual,5.0,Front,7.7,185.0,3249.0
Opel Cascada,125.0,3.0,1733.0,48000.0,Automatic,6.0,Front,7.0,164.0,48000.0
Opel Cascada,121.0,8.0,1733.0,163000.0,Automatic,6.0,Front,6.2,164.0,11980.0
Opel Cascada,121.0,7.0,1733.0,108000.0,Manual,6.0,Front,5.2,138.0,14500.0
Opel Cascada,88.0,7.0,1701.0,95275.0,Manual,6.0,Front,6.6,154.0,14490.0
Opel Cascada,121.0,8.0,1733.0,92000.0,Automatic,6.0,Front,5.2,163.0,16490.0
Opel Astra,132.0,13.0,1575.0,123000.0,Manual,6.0,Front,7.9,190.0,8400.0
Opel Cascada,121.0,9.0,1733.0,109879.0,Manual,6.0,Front,5.2,138.0,13490.0
Opel Astra,110.0,14.0,1400.0,210000.0,Manual,5.0,Front,6.1,165.0,3490.0
Opel Cascada,121.0,9.0,1733.0,170500.0,Manual,6.0,Front,5.2,138.0,9950.0
Opel Astra,110.0,14.0,1515.0,175000.0,Manual,6.0,Front,6.0,165.0,3500.0
Opel Astra,74.0,20.0,1250.0,233000.0,Manual,5.0,Front,7.3,175.0,1250.0
Opel Astra,110.0,12.0,1628.0,252000.0,Manual,6.0,Front,6.1,165.0,3500.0
Opel Astra,147.0,18.0,1490.0,39400.0,Manual,5.0,Front,8.9,214.0,13000.0
Opel Astra,118.0,19.0,1756.0,200000.0,Manual,5.0,Front,6.0,165.0,5000.0
Opel Astra,132.0,13.0,1575.0,123000.0,Manual,6.0,Front,7.9,190.0,8400.0
Opel Astra,110.0,13.0,1628.0,158000.0,Manual,6.0,Front,6.1,165.0,7000.0
Opel Astra,110.0,14.0,1515.0,198000.0,Manual,6.0,Front,6.0,159.0,4500.0
Opel Cascada,121.0,8.0,1801.0,65000.0,Automatic,6.0,Front,6.2,163.0,14999.0
Opel Astra,206.0,6.0,1475.0,89500.0,Manual,6.0,Front,7.8,184.0,18996.0
Opel Astra,206.0,6.0,1475.0,58900.0,Manual,6.0,Front,7.8,185.0,22990.0
Opel Astra,147.0,13.0,1550.0,69890.0,Manual,5.0,Front,9.3,223.0,8450.0
Opel Insignia,191.0,4.0,1649.0,36000.0,Automatic,8.0,4WD,8.6,197.0,33990.0
Opel Astra,300.0,15.0,1393.0,176754.0,Manual,6.0,Front,9.2,221.0,9800.0
Opel Astra,206.0,8.0,1550.0,104500.0,Manual,6.0,Front,7.25,169.0,15200.0
Opel Astra,206.0,10.0,1550.0,85950.0,Manual,6.0,Front,8.1,189.0,18990.0
Opel Astra,125.0,8.0,1503.0,56500.0,Manual,6.0,Front,6.1,145.0,13990.0
Opel Astra,81.0,7.0,1525.0,149000.0,Manual,6.0,Front,4.1,109.0,8700.0
Opel Astra,96.0,9.0,1503.0,215250.0,Manual,5.0,Front,4.5,119.0,5910.0
Opel Astra,206.0,8.0,1475.0,122702.0,Manual,6.0,Front,8.1,192.0,15850.0
Opel Corsa,110.0,4.0,1199.0,52269.0,Manual,5.0,Front,5.800000000000001,136.0,14900.0
Opel Insignia,191.0,4.0,1716.0,44000.0,Automatic,8.0,4WD,8.6,197.0,29990.0
Opel Astra,132.0,10.0,1550.0,124300.0,Manual,6.0,Front,7.25,0.0,8900.0
Opel Astra,81.0,12.0,1550.0,174500.0,Manual,5.0,Front,4.9,130.0,4900.0
Opel Astra,132.0,10.0,1550.0,118200.0,Manual,5.0,Front,7.2,171.0,8990.0
Opel Astra,143.0,7.0,1550.0,131500.0,Manual,6.0,Front,4.9,130.0,14350.0
Opel Astra,125.0,4.0,1550.0,28078.0,Automatic,5.0,Front,6.9,161.0,18299.0
Opel Astra,143.0,7.0,1550.0,131500.0,Manual,6.0,Front,4.9,130.0,14350.0
Opel Astra,103.0,6.0,1550.0,97334.0,Manual,5.0,Front,5.9,139.0,11990.0
Opel Astra,103.0,6.0,1550.0,84100.0,Manual,5.0,Front,5.9,139.0,11990.0
Opel Astra,88.0,16.0,1145.0,203000.0,Manual,5.0,Front,6.8,163.0,3550.0
Opel Astra,92.0,19.0,1210.0,169000.0,Manual,5.0,Front,7.7,169.0,1899.0
Opel Astra,85.0,12.0,1550.0,149987.0,Manual,5.0,Front,6.7,161.0,6790.0
Opel Astra,66.0,17.0,1220.0,40661.0,Manual,5.0,Front,6.3,149.0,6985.0
Opel Astra,147.0,15.0,1550.0,120500.0,Manual,5.0,Front,9.3,220.0,6450.0
Opel Astra,180.0,20.0,1550.0,60000.0,Manual,5.0,Front,7.25,169.0,6999.0
Opel Astra,177.0,14.0,1550.0,155000.0,Manual,5.0,Front,9.2,221.0,7399.0
Opel Astra,206.0,7.0,1550.0,95000.0,Manual,5.0,Front,7.8,185.0,16990.0
Opel Astra,206.0,9.0,1550.0,84000.0,Manual,5.0,Front,7.25,169.0,15900.0
Opel Astra,66.0,13.0,1550.0,157000.0,Manual,5.0,Front,7.25,169.0,1600.0
Opel Astra,206.0,8.0,1475.0,113000.0,Manual,6.0,Front,8.1,192.0,15900.0
Opel Astra,177.0,13.0,1550.0,114184.0,Manual,5.0,Front,9.2,221.0,9700.0
Opel Astra,177.0,13.0,1550.0,171000.0,Manual,5.0,Front,9.2,221.0,7500.0
Opel Astra,125.0,8.0,1550.0,160000.0,Manual,5.0,Front,5.3,145.0,8190.0
Opel Corsa,152.0,7.0,1318.0,168000.0,Manual,6.0,Front,7.5,174.0,11000.0
Opel Astra,132.0,10.0,1550.0,136000.0,Manual,5.0,Front,7.2,171.0,10890.0
Opel Astra,206.0,9.0,1550.0,136950.0,Manual,5.0,Front,8.1,192.0,13399.0
Opel Astra,206.0,7.0,1550.0,69821.0,Manual,6.0,Front,7.8,184.0,20490.0
Opel Corsa,74.0,12.0,1140.0,183393.0,Manual,5.0,Front,5.5,136.0,5300.0
Opel Astra,206.0,5.0,1550.0,177915.0,Manual,5.0,Front,7.8,185.0,14990.0
Opel Astra,143.0,8.0,1550.0,175000.0,Manual,5.0,Front,4.9,130.0,10499.0
Opel Astra,210.0,7.0,1550.0,57803.0,Manual,6.0,Front,7.8,184.0,18990.0
Opel Astra,81.0,12.0,1380.0,242000.0,Manual,6.0,Front,4.5,119.0,3999.0
Opel Astra,206.0,6.0,1550.0,36000.0,Manual,5.0,Front,7.8,185.0,21999.0
Opel Astra,103.0,5.0,1550.0,92000.0,Manual,6.0,Front,7.25,169.0,17000.0
Opel Astra,125.0,7.0,1550.0,80958.0,Manual,5.0,Front,6.1,145.0,6700.0
Opel Corsa,152.0,6.0,1318.0,90000.0,Manual,6.0,Front,7.5,174.0,15999.0
Opel Astra,85.0,13.0,1550.0,200000.0,Manual,5.0,Front,6.7,161.0,3490.0
Opel Astra,177.0,14.0,1550.0,90000.0,Manual,5.0,Front,9.2,221.0,11900.0
Opel Astra,206.0,5.0,1475.0,26900.0,Manual,6.0,Front,7.8,185.0,25290.0
Opel Corsa,141.0,11.0,1199.0,149500.0,Manual,5.0,Front,7.3,173.0,8290.0
Opel Astra,103.0,7.0,1550.0,113000.0,Manual,5.0,Front,5.9,139.0,9990.0
Opel Astra,206.0,8.0,1550.0,100000.0,Manual,6.0,Front,7.25,0.0,14990.0
Opel Astra,147.0,19.0,1345.0,101000.0,Manual,5.0,Front,8.9,214.0,13000.0
Opel Astra,206.0,6.0,1475.0,45451.0,Manual,6.0,Front,7.8,185.0,21888.0
Opel Astra,81.0,13.0,1550.0,175000.0,Manual,5.0,Front,5.5,146.0,3200.0
Opel Astra,132.0,10.0,1471.0,155000.0,Manual,6.0,Front,7.0,169.0,12000.0
Opel Astra,121.0,10.0,1550.0,81000.0,Manual,5.0,Front,4.9,130.0,9999.0
Opel Astra,147.0,5.0,1550.0,41850.0,Manual,6.0,Front,6.2,147.0,14000.0
Opel Astra,147.0,19.0,1370.0,67000.0,Manual,5.0,Front,8.8,211.0,8480.0
Opel Astra,132.0,10.0,1471.0,96800.0,Manual,6.0,Front,7.2,171.0,10980.0
Opel Astra,147.0,19.0,1550.0,190000.0,Manual,5.0,Front,8.0,211.0,4999.0
Opel Astra,121.0,10.0,1550.0,170000.0,Manual,6.0,Front,4.9,129.0,12000.0
Opel Astra,103.0,13.0,1550.0,68173.0,Manual,5.0,Front,7.25,169.0,7400.0
Opel Astra,206.0,9.0,1550.0,38734.0,Manual,6.0,Front,7.8,184.0,19900.0
Opel Astra,92.0,11.0,1380.0,200000.0,Manual,6.0,Front,5.4,143.0,3900.0
Opel Astra,66.0,14.0,1310.0,168000.0,Manual,6.0,Front,4.8,130.0,4900.0
Opel Astra,92.0,14.0,1345.0,172480.0,Manual,6.0,Front,5.0,146.0,3000.0
Opel Astra,81.0,12.0,1265.0,162000.0,Manual,5.0,Front,4.5,119.0,3750.0
Opel Astra,147.0,19.0,1550.0,97000.0,Manual,5.0,Front,8.8,209.0,7990.0
Opel Corsa,55.0,6.0,1199.0,126533.0,Manual,5.0,Front,3.8,101.0,5950.0
Opel Astra,121.0,11.0,1550.0,193997.0,Manual,5.0,Front,4.8,127.0,6900.0
Opel Astra,132.0,10.0,1550.0,100000.0,Manual,5.0,Front,7.2,169.0,11480.0
Opel Astra,132.0,9.0,1471.0,143478.0,Manual,6.0,Front,7.2,171.0,8999.0
Opel Astra,66.0,13.0,1550.0,183440.0,Manual,5.0,Front,6.3,151.0,3700.0
Opel Astra,74.0,17.0,1245.0,398850.0,Manual,5.0,Front,5.1,138.0,1399.0
Opel Astra,85.0,12.0,1550.0,161236.0,Manual,5.0,Front,6.2,147.0,4990.0
Opel Astra,85.0,14.0,1245.0,157000.0,Manual,5.0,Front,6.5,156.0,3199.0
Opel Astra,92.0,16.0,1165.0,231517.0,Manual,5.0,Front,7.7,185.0,2750.0
Opel Astra,103.0,10.0,1550.0,133005.0,Manual,5.0,Front,5.9,140.0,7490.0
Opel Astra,92.0,14.0,1345.0,220000.0,Manual,6.0,Front,5.0,146.0,2700.0
Opel Astra,121.0,10.0,1550.0,159000.0,Manual,6.0,Front,4.8,127.0,9400.0
Opel Astra,103.0,16.0,1550.0,171162.0,Manual,5.0,Front,7.5,180.0,2590.0
Opel Astra,206.0,5.0,1475.0,41900.0,Manual,6.0,Front,7.8,185.0,24890.0
Opel Corsa,74.0,9.0,1199.0,128752.0,Manual,5.0,Front,5.3,126.0,6599.0
Opel Astra,143.0,8.0,1664.0,145883.0,Manual,6.0,Front,4.9,130.0,11990.0
Opel Astra,147.0,17.0,1365.0,193000.0,Manual,5.0,Front,8.8,211.0,3500.0
Opel Astra,121.0,9.0,1550.0,113980.0,Manual,5.0,Front,4.9,130.0,9570.0
Opel Astra,103.0,12.0,1550.0,213200.0,Manual,5.0,Front,6.6,156.0,3999.0
Opel Astra,132.0,15.0,1550.0,155000.0,Manual,6.0,Front,7.25,169.0,4000.0
Opel Astra,103.0,10.0,1550.0,123000.0,Manual,5.0,Front,6.0,142.0,8500.0
Opel Astra,103.0,14.0,1550.0,173000.0,Manual,5.0,Front,7.25,169.0,4800.0
Opel Astra,110.0,14.0,1550.0,147254.0,Manual,5.0,Front,5.8,154.0,4990.0
Opel Astra,121.0,11.0,1550.0,192000.0,Manual,6.0,Front,4.8,127.0,7400.0
Opel Astra,103.0,12.0,1550.0,222000.0,Manual,5.0,Front,7.25,169.0,4490.0
Opel Astra,125.0,8.0,1503.0,83384.0,Manual,6.0,Front,6.1,145.0,14980.0
Opel Astra,147.0,18.0,1365.0,298000.0,Manual,5.0,Front,8.8,211.0,2650.0
Opel Astra,92.0,17.0,1270.0,98000.0,Automatic,5.0,Front,7.6,169.0,5500.0
Opel Astra,147.0,8.0,1550.0,88000.0,Manual,5.0,Front,6.6,156.0,14998.0
Opel Corsa,55.0,7.0,1199.0,78000.0,Manual,5.0,Front,3.6,98.0,9000.0
Opel Astra,132.0,11.0,1550.0,203900.0,Manual,6.0,Front,7.2,171.0,6999.0
Opel Astra,121.0,11.0,1550.0,178489.0,Manual,6.0,Front,4.8,127.0,7450.0
Opel Astra,103.0,10.0,1550.0,150000.0,Manual,6.0,Front,7.25,0.0,8444.0
Opel Astra,103.0,10.0,1550.0,130000.0,Manual,5.0,Front,6.0,142.0,8490.0
Opel Astra,88.0,19.0,1550.0,209804.0,Manual,5.0,Front,7.25,169.0,1350.0
Opel Astra,121.0,8.0,1550.0,150000.0,Manual,5.0,Front,4.8,127.0,8499.0
Opel Astra,206.0,6.0,1475.0,45451.0,Manual,6.0,Front,7.8,185.0,21888.0
Opel Insignia,125.0,4.0,1649.0,109000.0,Automatic,8.0,4WD,5.5,146.0,22490.0
Opel Corsa,152.0,5.0,1318.0,34000.0,Manual,6.0,Front,7.5,174.0,18390.0
Opel Astra,147.0,4.0,1550.0,74070.0,Manual,6.0,Front,7.25,0.0,15800.0
Opel Astra,103.0,10.0,1550.0,193000.0,Automatic,5.0,Front,6.8,161.0,7990.0
Opel Astra,103.0,13.0,1165.0,131000.0,Manual,5.0,Front,7.5,180.0,8900.0
Opel Astra,66.0,15.0,1330.0,191000.0,Manual,6.0,Front,4.8,130.0,3199.0
Opel Astra,103.0,7.0,1550.0,113500.0,Automatic,5.0,Front,7.25,169.0,14990.0
Opel Astra,132.0,9.0,1471.0,159000.0,Manual,6.0,Front,7.0,169.0,8990.0
Opel Astra,66.0,13.0,1550.0,154702.0,Manual,5.0,Front,6.3,151.0,2699.0
Opel Astra,85.0,14.0,1350.0,203000.0,Manual,5.0,Front,5.9,138.0,6000.0
Opel Astra,92.0,19.0,1170.0,176791.0,Manual,5.0,Front,7.9,190.0,1700.0
Opel Astra,92.0,19.0,1170.0,176791.0,Manual,5.0,Front,7.9,190.0,1700.0
Opel Astra,66.0,18.0,1550.0,225000.0,Manual,6.0,Front,4.9,130.0,3500.0
Opel Astra,147.0,16.0,1365.0,131000.0,Manual,5.0,Front,8.8,169.0,7200.0
Opel Astra,147.0,6.0,1550.0,28095.0,Manual,5.0,Front,6.2,147.0,14950.0
Opel Astra,88.0,8.0,1550.0,89800.0,Manual,5.0,Front,6.2,146.0,8900.0
Opel Astra,103.0,10.0,1503.0,144410.0,Manual,6.0,Front,6.0,139.0,8980.0
Opel Astra,132.0,11.0,1371.0,129649.0,Manual,6.0,Front,7.2,169.0,9250.0
Opel Corsa,110.0,6.0,1214.0,83200.0,Manual,6.0,Front,5.7,132.0,10200.0
Opel Adam,110.0,7.0,1135.0,85950.0,Manual,6.0,Front,5.9,140.0,11950.0
Opel Astra,92.0,17.0,1290.0,173000.0,Manual,4.0,Front,8.1,194.0,2250.0
Opel Astra,121.0,11.0,1550.0,176000.0,Manual,6.0,Front,4.8,127.0,7499.0
Opel Astra,92.0,18.0,1270.0,263000.0,Manual,5.0,Front,7.9,190.0,1600.0
Opel Astra,74.0,19.0,1140.0,256122.0,Manual,5.0,Front,7.1,171.0,1950.0
Opel Astra,110.0,17.0,1550.0,238000.0,Manual,5.0,Front,5.8,157.0,2200.0
Opel Astra,141.0,19.0,1265.0,203000.0,Manual,5.0,Front,8.9,169.0,4300.0
Opel Astra,103.0,7.0,1437.0,104564.0,Manual,6.0,Front,6.2,169.0,10300.0
Opel Astra,74.0,17.0,1315.0,154453.0,Manual,5.0,Front,5.0,135.0,3750.0
Opel Astra,74.0,14.0,1345.0,169000.0,Manual,5.0,Front,5.1,138.0,2990.0
Opel Astra,66.0,14.0,1550.0,150000.0,Manual,5.0,Front,6.3,151.0,2590.0
Opel Astra,92.0,19.0,1170.0,236829.0,Manual,5.0,Front,7.8,190.0,1940.0
Opel Astra,92.0,17.0,1260.0,494457.0,Manual,5.0,Front,7.8,184.0,800.0
Opel Astra,80.0,17.0,1111.0,87000.0,Manual,5.0,Front,6.6,169.0,6000.0
Opel Astra,92.0,17.0,1550.0,83100.0,Manual,5.0,Front,8.1,195.0,6900.0
Opel Corsa,155.0,10.0,1178.0,47667.0,Manual,6.0,Front,7.6,178.0,14690.0
Opel Adam,110.0,3.0,1135.0,23815.0,Manual,6.0,Front,6.4,144.0,17490.0
Opel Astra,132.0,10.0,1550.0,70755.0,Manual,6.0,Front,7.25,169.0,11200.0
Opel Astra,77.0,15.0,1550.0,270000.0,Manual,5.0,Front,6.4,154.0,2690.0
Opel Astra,85.0,13.0,1550.0,183000.0,Manual,5.0,Front,6.7,161.0,2999.0
Opel Astra,108.0,20.0,1298.0,218000.0,Automatic,5.0,Front,8.2,169.0,2100.0
Opel Astra,103.0,8.0,1550.0,129120.0,Manual,6.0,Front,6.0,142.0,9950.0
Opel Astra,103.0,10.0,1550.0,148000.0,Manual,5.0,Front,6.0,142.0,7950.0
Opel Astra,92.0,17.0,1270.0,190000.0,Manual,5.0,Front,7.6,182.0,1900.0
Opel Astra,85.0,14.0,1150.0,245793.0,Manual,5.0,Front,6.2,146.0,2945.0
Opel Astra,103.0,9.0,1550.0,69000.0,Manual,5.0,Front,6.8,161.0,11199.0
Opel Astra,88.0,17.0,1393.0,203600.0,Manual,6.0,Front,5.8,157.0,2850.0
Opel Astra,121.0,9.0,1550.0,138000.0,Automatic,5.0,Front,4.9,151.0,11450.0
Opel Astra,92.0,20.0,1170.0,245715.0,Manual,5.0,Front,7.9,190.0,1000.0
Opel Astra,77.0,16.0,1550.0,225900.0,Manual,5.0,Front,6.8,163.0,2490.0
Opel Corsa,66.0,6.0,1199.0,125167.0,Manual,5.0,Front,5.6,128.0,9900.0
Opel Astra,81.0,7.0,1518.0,200000.0,Manual,6.0,Front,3.7,97.0,8000.0
Opel Corsa,110.0,6.0,1214.0,68000.0,Manual,6.0,Front,5.9,136.0,11800.0
Opel Astra,66.0,14.0,1550.0,183000.0,Manual,5.0,Front,6.3,151.0,2990.0
Opel Astra,85.0,14.0,1220.0,215554.0,Manual,5.0,Front,6.7,161.0,3500.0
Opel Astra,85.0,14.0,1150.0,178000.0,Manual,5.0,Front,6.5,155.0,3000.0
Opel Astra,85.0,12.0,1550.0,108000.0,Manual,5.0,Front,6.7,161.0,4900.0
Opel Astra,77.0,15.0,1550.0,187000.0,Manual,5.0,Front,7.25,0.0,4444.0
Opel Astra,110.0,15.0,1393.0,152682.0,Manual,6.0,Front,5.9,159.0,5290.0
Opel Astra,66.0,16.0,1550.0,158300.0,Manual,5.0,Front,6.3,151.0,2999.0
Opel Astra,66.0,12.0,1550.0,154460.0,Manual,5.0,Front,6.3,151.0,4900.0
Opel Astra,92.0,17.0,1550.0,124800.0,Manual,5.0,Front,7.9,190.0,2999.0
Opel Astra,77.0,15.0,1145.0,181000.0,Manual,5.0,Front,6.6,158.0,3550.0
Opel Astra,88.0,9.0,1503.0,79812.0,Manual,6.0,Front,6.0,140.0,11250.0
Opel Adam,110.0,3.0,1135.0,77612.0,Manual,6.0,Front,6.4,0.0,13950.0
Opel Astra,66.0,15.0,1550.0,160000.0,Manual,5.0,Front,5.1,137.0,2750.0
Opel Astra,103.0,10.0,1393.0,116000.0,Manual,6.0,Front,5.9,138.0,9800.0
Opel Astra,66.0,14.0,1515.0,180000.0,Manual,5.0,Front,7.0,169.0,1499.0
Opel Astra,103.0,9.0,1550.0,169448.0,Manual,5.0,Front,5.9,140.0,6999.0
Opel Astra,103.0,15.0,1278.0,226149.0,Manual,5.0,Front,7.3,169.0,2700.0
Opel Astra,85.0,14.0,1550.0,168000.0,Manual,5.0,Front,6.7,161.0,2690.0
Opel Astra,66.0,17.0,1110.0,205000.0,Manual,5.0,Front,6.3,151.0,2900.0
Opel Astra,92.0,20.0,1260.0,94000.0,Manual,5.0,Front,7.8,169.0,3500.0
Opel Corsa,66.0,4.0,1252.0,77061.0,Manual,5.0,Front,5.6,128.0,10700.0
Opel Astra,77.0,15.0,1550.0,70044.0,Manual,5.0,Front,6.8,163.0,5290.0
Opel Astra,66.0,16.0,1110.0,236047.0,Manual,5.0,Front,6.3,151.0,2499.0
Opel Astra,125.0,5.0,1550.0,40727.0,Automatic,5.0,Front,7.0,164.0,16990.0
Opel Corsa,64.0,11.0,1040.0,230000.0,Manual,5.0,Front,5.7,134.0,3700.0
Opel Corsa,74.0,4.0,1199.0,36000.0,Manual,5.0,Front,5.5,125.0,12450.0
Opel Astra,66.0,13.0,1120.0,85850.0,Manual,5.0,Front,6.1,146.0,5500.0
Opel Astra,108.0,19.0,1230.0,142053.0,Manual,5.0,Front,7.25,197.0,2095.0
Opel Corsa,110.0,3.0,1199.0,19000.0,Manual,6.0,Front,5.800000000000001,136.0,19000.0
Opel Astra,103.0,13.0,1550.0,83164.0,Manual,5.0,Front,7.5,180.0,6450.0
Opel Astra,103.0,14.0,1165.0,219500.0,Manual,5.0,Front,7.1,169.0,3000.0
Opel Astra,77.0,15.0,1550.0,150000.0,Manual,5.0,Front,6.8,163.0,2640.0
Opel Astra,66.0,17.0,1220.0,220000.0,Manual,5.0,Front,6.3,149.0,2300.0
Opel Astra,125.0,9.0,1503.0,95000.0,Manual,6.0,Front,6.1,143.0,12500.0
Opel Astra,66.0,13.0,1550.0,190000.0,Manual,5.0,Front,6.3,151.0,3399.0
Opel Astra,66.0,14.0,1210.0,167000.0,Manual,5.0,Front,6.3,146.0,2600.0
Opel Astra,62.0,20.0,1270.0,142650.0,Manual,5.0,Front,7.6,169.0,1790.0
Opel Astra,108.0,19.0,1298.0,196000.0,Manual,5.0,Front,8.2,197.0,2300.0
Opel Astra,103.0,10.0,1550.0,64900.0,Automatic,5.0,Front,6.8,161.0,12999.0
Opel Corsa,70.0,4.0,1199.0,68343.0,Manual,5.0,Front,3.7,99.5,13400.0
Opel Astra,108.0,20.0,1298.0,240000.0,Manual,5.0,Front,8.7,209.0,2250.0
Opel Astra,85.0,12.0,1550.0,160000.0,Manual,5.0,Front,6.7,161.0,5499.0
Opel Corsa,66.0,20.0,955.0,186694.0,Manual,5.0,Front,7.2,173.0,1475.0
Opel Astra,103.0,10.0,1437.0,61979.0,Manual,6.0,Front,5.9,139.0,12500.0
Opel Astra,77.0,16.0,1550.0,199700.0,Manual,5.0,Front,6.8,161.0,2900.0
Opel Astra,206.0,9.0,1550.0,131850.0,Manual,6.0,Front,7.8,184.0,16000.0
Opel Astra,85.0,14.0,1220.0,117000.0,Manual,5.0,Front,6.6,156.0,6750.0
Opel Astra,103.0,10.0,1550.0,134000.0,Manual,5.0,Front,6.0,142.0,8990.0
Opel Astra,74.0,9.0,1550.0,117800.0,Manual,5.0,Front,5.9,140.0,7450.0
Opel Astra,103.0,11.0,1550.0,131000.0,Manual,5.0,Front,5.9,140.0,6950.0
Opel Corsa,70.0,5.0,1199.0,112000.0,Manual,5.0,Front,3.2,85.0,10800.0
Opel Corsa,55.0,4.0,1199.0,120027.0,Manual,5.0,Front,3.7,99.5,11500.0
Opel Corsa,63.0,10.0,1105.0,143000.0,Manual,5.0,Front,5.3,124.0,5200.0
Opel Astra,66.0,13.0,1550.0,138000.0,Manual,5.0,Front,6.3,151.0,4000.0
Opel Astra,88.0,7.0,1550.0,88000.0,Manual,5.0,Front,6.2,146.0,10490.0
Opel Astra,92.0,12.0,1550.0,150000.0,Manual,6.0,Front,5.4,130.0,6100.0
Opel Astra,147.0,19.0,1345.0,168914.0,Manual,5.0,Front,8.9,214.0,8990.0
Opel Astra,92.0,17.0,1165.0,216000.0,Manual,5.0,Front,7.9,190.0,2500.0
Opel Corsa,55.0,5.0,1199.0,44000.0,Manual,5.0,Front,3.8,101.0,11700.0
Opel Astra,92.0,17.0,1550.0,77645.0,Automatic,5.0,Front,8.3,199.0,5990.0
Opel Astra,55.0,18.0,1264.0,270000.0,Manual,5.0,Front,4.8,130.0,1200.0
Opel Astra,74.0,17.0,1550.0,195021.0,Manual,5.0,Front,4.9,130.0,2500.0
Opel Astra,110.0,14.0,1613.0,154495.0,Manual,6.0,Front,6.0,159.0,4800.0
Opel Astra,103.0,13.0,1165.0,170733.0,Manual,5.0,Front,7.1,169.0,5450.0
Opel Astra,103.0,13.0,1278.0,136000.0,Manual,5.0,Front,7.1,169.0,7200.0
Opel Grandland X,88.0,5.0,1373.0,161364.0,Manual,6.0,Front,4.3,111.0,14990.0
Opel Grandland X,130.0,4.0,1575.0,84300.0,Automatic,8.0,Front,4.8,126.0,20990.0
Opel Grandland X,221.0,2.0,1875.0,17950.0,Automatic,8.0,4WD,3.5,126.0,30989.0
Opel Grandland X,130.0,3.0,1875.0,114688.0,Automatic,8.0,Front,4.9,128.0,21940.0
Opel Grandland X,221.0,2.0,1875.0,68840.0,Automatic,8.0,4WD,1.5,34.0,30990.0
Opel Grandland X,88.0,4.0,1350.0,136000.0,Manual,6.0,Front,4.3,118.0,13990.0
Opel Grandland X,88.0,4.0,1392.0,103255.0,Manual,6.0,Front,4.3,118.0,16495.0
Opel Grandland X,221.0,2.0,1875.0,18000.0,Automatic,8.0,4WD,1.5,34.0,32690.0
Opel Grandland X,221.0,2.0,1875.0,21262.0,Automatic,8.0,Front,7.0,120.0,30400.0
Opel Grandland X,134.0,3.0,1500.0,30000.0,Automatic,8.0,Front,5.8,132.0,28500.0
Opel Grandland X,130.0,2.0,1875.0,53900.0,Automatic,8.0,Front,4.6,122.0,25389.0
Opel Grandland X,221.0,2.0,1875.0,7740.0,Automatic,8.0,4WD,1.5,34.0,34990.0
