make_model,power_kW,age,empty_weight,mileage,gearbox,gears,drivetrain,cons_avg,co_emissions,price
Peugeot 3008,96.0,0.0,1492.0,3000.0,Manual,6.0,Front,4.2,108.0,25900.0
Peugeot 3008,132.0,5.0,1492.0,95000.0,Automatic,8.0,Front,4.8,124.0,24990.0
Peugeot 3008,96.0,0.0,1492.0,5186.0,Manual,6.0,Front,4.2,108.0,25300.0
Peugeot 2008,73.0,7.0,1330.0,92500.0,Manual,5.0,Front,3.6,95.0,12490.0
Peugeot 2008,88.0,4.0,1235.0,46293.0,Manual,6.0,Front,3.7,98.0,12400.0
Peugeot 3008,96.0,4.0,1492.0,120000.0,Manual,6.0,Front,4.2,108.0,18700.0
Peugeot 3008,110.0,4.0,1425.0,110907.0,Manual,6.0,Front,4.7,108.0,18800.0
Peugeot 2008,73.0,5.0,1235.0,164028.0,Manual,5.0,Front,3.7,98.0,12690.0
Peugeot 3008,96.0,0.0,1492.0,5.0,Manual,6.0,Front,4.2,108.0,27995.0
Peugeot 3008,96.0,3.0,1395.0,97245.0,Manual,6.0,Front,5.3,120.0,19450.0
Peugeot 2008,81.0,0.0,1235.0,1.0,Manual,6.0,Front,3.3,98.0,21900.0
Peugeot 3008,165.0,2.0,1492.0,7.0,Automatic,8.0,Front,1.5,108.0,32000.0
Peugeot 3008,110.0,5.0,1500.0,85253.0,Manual,6.0,Front,4.7,121.0,21990.0
Peugeot 2008,74.0,2.0,1235.0,50503.0,Manual,5.0,Front,4.5,98.0,21390.0
Peugeot 3008,132.0,3.0,1555.0,57430.0,Automatic,8.0,Front,4.9,129.0,27490.0
Peugeot 3008,96.0,3.0,1492.0,200839.0,Manual,6.0,Front,4.3,108.0,17490.0
Peugeot 3008,133.0,3.0,1555.0,74719.0,Automatic,8.0,Front,4.9,108.0,26990.0
Peugeot 3008,121.0,4.0,1375.0,22151.0,Automatic,6.0,Front,5.8,123.0,22900.0
Peugeot 2008,88.0,4.0,1275.0,128985.0,Manual,6.0,Front,3.7,98.0,14950.0
Peugeot 2008,73.0,3.0,1235.0,177478.0,Manual,5.0,Front,3.5,98.0,10990.0
Peugeot 3008,96.0,2.0,1505.0,36804.0,Automatic,8.0,Front,4.1,108.0,26700.0
Peugeot 3008,96.0,3.0,1492.0,43100.0,Manual,6.0,Front,4.3,111.0,22490.0
Peugeot 2008,96.0,2.0,1235.0,25119.0,Automatic,8.0,Front,3.8,100.0,24990.0
Peugeot 2008,74.0,2.0,1235.0,89018.0,Manual,5.0,Front,4.5,98.0,17890.0
Peugeot 2008,88.0,5.0,1235.0,75350.0,Manual,5.0,Front,3.7,96.0,13899.0
Peugeot 2008,96.0,0.0,1205.0,2.0,Automatic,8.0,Front,4.7,112.5,25956.0
Peugeot 3008,221.0,1.0,1492.0,14100.0,Automatic,8.0,4WD,4.1,34.0,43790.0
Peugeot 2008,96.0,4.0,1230.0,42400.0,Manual,6.0,Front,5.1,118.0,15490.0
Peugeot 3008,96.0,1.0,1492.0,34150.0,Manual,6.0,Front,4.1,108.0,24850.0
Peugeot 3008,121.0,4.0,1492.0,54675.0,Automatic,8.0,Front,5.8,129.0,27990.0
Peugeot 2008,88.0,4.0,1235.0,88000.0,Manual,5.0,Front,3.7,98.0,14750.0
Peugeot 2008,96.0,0.0,1192.0,2.0,Manual,6.0,Front,4.5,112.5,25415.0
Peugeot 3008,132.0,3.0,1492.0,32500.0,Automatic,8.0,Front,4.9,129.0,29900.0
Peugeot 2008,81.0,4.0,1225.0,37459.0,Manual,6.0,Front,5.0,110.0,16990.0
Peugeot 3008,96.0,3.0,1395.0,33850.0,Manual,6.0,Front,5.2,119.0,21990.0
Peugeot 3008,133.0,3.0,1375.0,32300.0,Automatic,8.0,Front,5.8,131.0,28690.0
Peugeot 3008,96.0,0.0,1478.0,3.0,Automatic,8.0,Front,5.1,117.0,39950.0
Peugeot 2008,84.0,8.0,1235.0,106740.0,Manual,5.0,Front,3.75,98.0,11490.0
Peugeot 3008,221.0,1.0,1492.0,14071.0,Automatic,8.0,Front,1.5,108.0,40000.0
Peugeot 2008,96.0,0.0,1280.0,5.0,Automatic,8.0,Front,4.8,109.0,28495.0
Peugeot 2008,74.0,2.0,1235.0,94713.0,Manual,5.0,Front,4.5,98.0,17790.0
Peugeot 3008,96.0,2.0,1492.0,112397.0,Manual,6.0,Front,4.0,108.0,21790.0
Peugeot 2008,84.0,7.0,1335.0,88935.0,Manual,6.0,Front,4.0,106.0,11980.0
Peugeot 3008,96.0,3.0,1492.0,63779.0,Automatic,8.0,Front,5.2,120.0,26990.0
Peugeot 3008,221.0,2.0,1492.0,47984.0,Automatic,8.0,Front,1.5,108.0,30690.0
Peugeot 3008,96.0,4.0,1492.0,88995.0,Manual,6.0,Front,4.1,108.0,18850.0
Peugeot 3008,88.0,5.0,1492.0,103290.0,Manual,6.0,Front,4.3,111.0,19290.0
Peugeot 2008,60.0,6.0,1020.0,77600.0,Manual,5.0,Front,4.9,114.0,9900.0
Peugeot 3008,96.0,0.0,1492.0,2.0,Manual,6.0,Front,4.2,108.0,30160.0
Peugeot 3008,88.0,5.0,1492.0,57560.0,Automatic,8.0,Front,4.4,114.0,22440.0
Peugeot 508,147.0,9.0,1845.0,192145.0,Automatic,6.0,4WD,4.0,100.0,12000.0
Peugeot RCZ,115.0,10.0,1297.0,120000.0,Manual,6.0,Front,7.3,155.0,9900.0
Peugeot 2008,96.0,4.0,1235.0,63880.0,Manual,5.0,Front,5.2,120.0,16490.0
Peugeot 3008,132.0,2.0,1492.0,17300.0,Automatic,8.0,Front,4.9,129.0,33990.0
Peugeot 3008,96.0,4.0,1492.0,102296.0,Automatic,8.0,Front,4.1,108.0,22290.0
Peugeot 3008,88.0,6.0,1615.0,69269.0,Manual,6.0,Front,4.1,108.0,13990.0
Peugeot 2008,81.0,6.0,1165.0,29956.0,Automatic,5.0,Front,4.7,112.5,14500.0
Peugeot 3008,96.0,2.0,1492.0,25359.0,Manual,6.0,Front,5.3,123.0,21000.0
Peugeot 2008,96.0,3.0,1272.0,30030.0,Automatic,6.0,Front,5.0,115.0,19650.0
Peugeot 2008,96.0,0.0,1235.0,12.0,Automatic,8.0,Front,4.8,98.0,28495.0
Peugeot 3008,96.0,3.0,1492.0,54692.0,Manual,6.0,Front,5.3,123.0,21190.0
Peugeot 3008,96.0,4.0,1492.0,44923.0,Manual,6.0,Front,4.2,108.0,23190.0
Peugeot 3008,96.0,1.0,1492.0,34150.0,Manual,6.0,Front,4.1,108.0,24850.0
Peugeot 2008,96.0,4.0,1230.0,20400.0,Manual,6.0,Front,5.1,118.0,15990.0
Peugeot 2008,60.0,3.0,1235.0,92477.0,Manual,5.0,Front,5.0,112.5,13890.0
Peugeot 3008,133.0,1.0,1492.0,57000.0,Automatic,8.0,Front,0.0,0.0,30990.0
Peugeot 2008,73.0,5.0,1235.0,90860.0,Manual,5.0,Front,3.7,98.0,15500.0
Peugeot 2008,73.0,5.0,1330.0,87039.0,Manual,5.0,Front,3.5,93.0,12790.0
Peugeot 2008,81.0,4.0,1165.0,56866.0,Manual,5.0,Front,4.4,112.5,14500.0
Peugeot 2008,96.0,1.0,1235.0,24805.0,Automatic,8.0,Front,3.75,98.0,27400.0
Peugeot 3008,133.0,3.0,1375.0,17000.0,Automatic,8.0,Front,5.8,123.0,26500.0
Peugeot 3008,96.0,4.0,1492.0,88995.0,Manual,6.0,Front,4.1,108.0,18850.0
Peugeot 3008,96.0,1.0,1492.0,34150.0,Manual,6.0,Front,4.1,108.0,24850.0
Peugeot 2008,74.0,1.0,1235.0,64070.0,Manual,5.0,Front,5.4,112.5,18490.0
Peugeot 2008,81.0,1.0,1235.0,62247.0,Manual,5.0,Front,4.4,98.0,20190.0
Peugeot 2008,73.0,3.0,1235.0,177478.0,Manual,5.0,Front,3.5,98.0,10990.0
Peugeot 3008,110.0,5.0,1492.0,49854.0,Manual,6.0,Front,4.7,0.0,25900.0
Peugeot 3008,165.0,2.0,1492.0,40775.0,Automatic,8.0,Front,1.3,108.0,30490.0
Peugeot 2008,81.0,1.0,1235.0,42147.0,Manual,5.0,Front,4.4,98.0,23300.0
Peugeot 3008,88.0,6.0,1492.0,44589.0,Manual,6.0,Front,4.1,108.0,14990.0
Peugeot 3008,96.0,3.0,1492.0,23857.0,Automatic,8.0,Front,5.3,123.0,23208.0
Peugeot 3008,133.0,2.0,1492.0,9000.0,Automatic,8.0,Front,5.7,129.0,31890.0
Peugeot 3008,96.0,3.0,1492.0,23857.0,Automatic,8.0,Front,5.3,123.0,23208.0
Peugeot 3008,96.0,0.0,1492.0,4990.0,Automatic,8.0,Front,4.0,104.0,45590.0
Peugeot 3008,88.0,5.0,1315.0,85990.0,Automatic,6.0,Front,4.2,108.0,19290.0
Peugeot 2008,100.0,1.0,1548.0,5500.0,Automatic,8.0,Front,4.9,112.5,36999.0
Peugeot 3008,96.0,4.0,1492.0,37958.0,Manual,6.0,Front,4.1,108.0,24990.0
Peugeot 3008,133.0,3.0,1492.0,32205.0,Automatic,8.0,Front,5.3,131.0,30950.0
Peugeot 3008,96.0,3.0,1492.0,33365.0,Manual,6.0,Front,5.3,123.0,24850.0
Peugeot 3008,133.0,2.0,1492.0,9000.0,Automatic,8.0,Front,5.7,129.0,31890.0
Peugeot 2008,74.0,2.0,1235.0,113192.0,Manual,5.0,Front,4.5,98.0,17590.0
Peugeot 3008,110.0,4.0,1500.0,75500.0,Manual,6.0,Front,4.4,114.0,23990.0
Peugeot 3008,96.0,1.0,1295.0,1972.0,Automatic,8.0,Front,4.9,146.0,30200.0
Peugeot 2008,96.0,0.0,1235.0,10000.0,Automatic,8.0,Front,4.8,112.5,24300.0
Peugeot 2008,96.0,2.0,1235.0,37500.0,Automatic,8.0,Front,3.75,100.0,26700.0
Peugeot 3008,96.0,3.0,1492.0,84107.0,Manual,6.0,Front,4.3,108.0,19690.0
Peugeot 3008,132.0,4.0,1492.0,46563.0,Automatic,8.0,Front,4.9,129.0,27980.0
Peugeot 3008,88.0,6.0,1492.0,44589.0,Manual,6.0,Front,4.1,108.0,14990.0
Peugeot 3008,96.0,4.0,1295.0,14246.0,Automatic,6.0,Front,4.9,127.0,24000.0
Peugeot 3008,96.0,3.0,1492.0,33365.0,Manual,6.0,Front,5.3,123.0,24850.0
Peugeot 3008,96.0,6.0,1492.0,108692.0,Manual,6.0,Front,5.3,126.0,14480.0
Peugeot 2008,81.0,1.0,1235.0,39463.0,Manual,5.0,Front,4.4,98.0,21190.0
Peugeot 2008,81.0,5.0,1235.0,40350.0,Manual,5.0,Front,4.4,103.0,13985.0
Peugeot 3008,96.0,1.0,1492.0,58883.0,Manual,6.0,Front,6.3,123.0,24190.0
Peugeot 3008,130.0,2.0,1555.0,59900.0,Automatic,8.0,Front,4.6,121.0,30990.0
Peugeot 2008,81.0,3.0,1235.0,20843.0,Automatic,8.0,Front,5.5,112.5,17890.0
Peugeot 3008,221.0,2.0,1492.0,25000.0,Automatic,8.0,Front,1.3,123.0,37600.0
Peugeot 2008,73.0,5.0,1235.0,90860.0,Manual,5.0,Front,3.7,98.0,15500.0
Peugeot 3008,96.0,2.0,1492.0,56564.0,Manual,6.0,Front,5.2,108.0,23690.0
Peugeot 3008,96.0,0.0,1395.0,6900.0,Automatic,8.0,Front,4.9,112.0,35879.0
Peugeot 2008,81.0,0.0,1235.0,12.0,Manual,5.0,Front,4.4,98.0,25995.0
Peugeot 3008,96.0,3.0,1492.0,50000.0,Manual,6.0,Front,4.1,108.0,22990.0
Peugeot 3008,110.0,4.0,1500.0,64545.0,Manual,6.0,Front,4.4,114.0,25890.0
Peugeot 3008,96.0,4.0,1250.0,91200.0,Manual,6.0,Front,5.3,123.0,22300.0
Peugeot 3008,96.0,0.0,1492.0,15.0,Manual,6.0,Front,6.2,123.0,29500.0
Peugeot 2008,81.0,4.0,1165.0,56866.0,Manual,5.0,Front,4.4,112.5,14500.0
Peugeot 2008,60.0,6.0,1045.0,65954.0,Manual,5.0,Front,4.9,112.0,10860.0
Peugeot 3008,96.0,3.0,1492.0,33365.0,Manual,6.0,Front,5.3,123.0,24850.0
Peugeot 2008,60.0,4.0,1120.0,28218.0,Manual,5.0,Front,4.9,112.5,13950.0
Peugeot 2008,74.0,2.0,1263.0,40900.0,Manual,6.0,Front,0.0,112.5,21950.0
Peugeot 3008,110.0,4.0,1492.0,64672.0,Manual,6.0,Front,4.1,108.0,24940.0
Peugeot 2008,74.0,0.0,1235.0,12.0,Manual,5.0,Front,5.4,112.5,23495.0
Peugeot 508,147.0,5.0,1845.0,80300.0,Automatic,6.0,4WD,4.0,100.0,23900.0
Peugeot 3008,133.0,2.0,1492.0,9050.0,Automatic,8.0,Front,5.7,129.0,31890.0
Peugeot 2008,96.0,0.0,1235.0,2.0,Automatic,8.0,Front,4.4,103.0,32740.0
Peugeot 2008,73.0,5.0,1235.0,27437.0,Manual,5.0,Front,3.7,98.0,15990.0
Peugeot 3008,132.0,3.0,1555.0,15800.0,Automatic,8.0,Front,4.9,129.0,33850.0
Peugeot 3008,96.0,0.0,1492.0,4900.0,Manual,6.0,Front,5.3,123.0,29849.0
Peugeot 3008,121.0,4.0,1375.0,47000.0,Automatic,6.0,Front,6.0,142.0,25180.0
Peugeot 3008,96.0,2.0,1505.0,14489.0,Automatic,8.0,Front,4.1,109.0,30950.0
Peugeot 3008,96.0,3.0,1492.0,58693.0,Manual,6.0,Front,4.3,108.0,23500.0
Peugeot 3008,96.0,3.0,1492.0,47907.0,Manual,6.0,Front,4.3,111.0,24999.0
Peugeot 2008,96.0,0.0,1345.0,20.0,Automatic,8.0,Front,3.8,101.0,31750.0
Peugeot 3008,88.0,4.0,1492.0,116146.0,Automatic,8.0,Front,4.1,108.0,19481.0
Peugeot 3008,96.0,1.0,1492.0,149.0,Manual,6.0,Front,3.8,101.0,31490.0
Peugeot 2008,81.0,1.0,1235.0,43438.0,Manual,5.0,Front,4.4,98.0,19990.0
Peugeot 2008,96.0,5.0,1235.0,48000.0,Manual,6.0,Front,4.8,110.0,15900.0
Peugeot 3008,96.0,0.0,1492.0,4990.0,Automatic,8.0,Front,4.0,104.0,45790.0
Peugeot 2008,74.0,1.0,1235.0,24558.0,Manual,5.0,Front,5.4,112.5,20900.0
Peugeot 2008,74.0,2.0,1205.0,68486.0,Manual,6.0,Front,3.8,98.0,19700.0
Peugeot 3008,96.0,1.0,1504.0,9710.0,Automatic,8.0,Front,5.2,135.0,32890.0
Peugeot 3008,96.0,1.0,1504.0,9947.0,Automatic,8.0,Front,5.2,135.0,32890.0
Peugeot 3008,88.0,4.0,1300.0,97000.0,Manual,6.0,Front,4.0,108.0,22490.0
Peugeot 2008,114.0,2.0,1280.0,33897.0,Automatic,8.0,Front,5.0,113.0,28890.0
Peugeot 2008,74.0,2.0,1235.0,68486.0,Manual,6.0,Front,3.75,98.0,19700.0
Peugeot 3008,96.0,0.0,1492.0,4900.0,Manual,6.0,Front,5.3,123.0,30749.0
Peugeot 3008,133.0,2.0,1505.0,20000.0,Automatic,8.0,Front,5.6,128.0,33940.0
Peugeot 3008,96.0,0.0,1492.0,9990.0,Automatic,8.0,Front,4.0,104.0,45990.0
Peugeot 3008,96.0,4.0,1492.0,72258.0,Manual,6.0,Front,5.3,123.0,18690.0
Peugeot 2008,60.0,4.0,1120.0,28218.0,Manual,5.0,Front,4.9,112.5,13950.0
Peugeot 2008,96.0,2.0,1235.0,39057.0,Automatic,8.0,Front,3.8,98.0,21900.0
Peugeot 2008,73.0,5.0,1235.0,86885.0,Manual,5.0,Front,3.7,98.0,14990.0
Peugeot 3008,96.0,2.0,1505.0,57050.0,Automatic,8.0,Front,4.1,109.0,29890.0
Peugeot 3008,96.0,4.0,1492.0,73660.0,Manual,6.0,Front,4.1,108.0,21050.0
Peugeot 2008,74.0,2.0,1205.0,39324.0,Manual,6.0,Front,3.8,98.0,22990.0
Peugeot 3008,96.0,0.0,1492.0,10.0,Automatic,8.0,Front,5.1,108.0,34500.0
Peugeot 2008,96.0,1.0,1320.0,3900.0,Automatic,8.0,Front,6.0,136.0,29480.0
Peugeot 2008,74.0,0.0,1235.0,6789.0,Manual,6.0,Front,4.9,123.0,23990.0
Peugeot 2008,96.0,1.0,1345.0,11250.0,Automatic,8.0,Front,3.8,100.0,27850.0
Peugeot 3008,133.0,2.0,1504.0,31276.0,Automatic,8.0,Front,5.4,124.0,32950.0
Peugeot 3008,147.0,2.0,1915.0,27327.0,Automatic,8.0,4WD,5.3,0.0,37980.0
Peugeot 2008,96.0,0.0,1235.0,100.0,Automatic,8.0,Front,4.4,103.0,35390.0
Peugeot 3008,96.0,0.0,1395.0,99.0,Automatic,8.0,Front,5.0,114.0,36990.0
Peugeot 3008,88.0,6.0,1512.0,39774.0,Automatic,6.0,Front,4.2,108.0,20950.0
Peugeot 3008,96.0,4.0,1492.0,52600.0,Manual,6.0,Front,4.3,108.0,21900.0
Peugeot 3008,96.0,5.0,1250.0,41615.0,Manual,6.0,Front,5.3,123.0,21900.0
Peugeot 3008,96.0,1.0,1504.0,9950.0,Automatic,8.0,Front,4.0,104.0,32950.0
Peugeot 2008,81.0,6.0,1235.0,49800.0,Manual,5.0,Front,4.4,103.0,13800.0
Peugeot 3008,96.0,1.0,1504.0,11786.0,Automatic,8.0,Front,4.1,0.0,33980.0
Peugeot 3008,96.0,2.0,1492.0,18465.0,Automatic,8.0,Front,3.8,101.0,32980.0
Peugeot 3008,81.0,13.0,1492.0,167000.0,Manual,6.0,Front,5.1,108.0,8800.0
Peugeot 3008,96.0,2.0,1492.0,27042.0,Automatic,8.0,Front,4.1,109.0,30450.0
Peugeot 2008,74.0,6.0,1235.0,110593.0,Manual,5.0,Front,3.0,98.0,11490.0
Peugeot 2008,60.0,4.0,1215.0,33750.0,Manual,5.0,Front,4.9,114.0,13490.0
Peugeot 2008,74.0,6.0,1235.0,110593.0,Manual,5.0,Front,3.0,98.0,11490.0
Peugeot 3008,96.0,4.0,1492.0,72362.0,Automatic,6.0,Front,5.6,127.0,22480.0
Peugeot 2008,81.0,1.0,1235.0,30100.0,Manual,5.0,Front,3.7,98.0,22900.0
Peugeot 3008,132.0,4.0,1492.0,80380.0,Automatic,8.0,Front,4.1,108.0,27990.0
Peugeot 2008,73.0,5.0,1235.0,90860.0,Manual,5.0,Front,3.7,98.0,15500.0
Peugeot 3008,133.0,2.0,1504.0,20000.0,Automatic,8.0,Front,5.4,124.0,33940.0
Peugeot 2008,81.0,4.0,1165.0,56866.0,Manual,5.0,Front,4.4,112.5,14500.0
Peugeot 508,147.0,5.0,1845.0,80300.0,Automatic,6.0,4WD,4.0,100.0,23900.0
Peugeot 3008,96.0,1.0,1504.0,6990.0,Automatic,8.0,Front,4.0,104.0,37990.0
Peugeot 3008,96.0,4.0,1492.0,157545.0,Manual,6.0,Front,4.2,108.0,17900.0
Peugeot 2008,81.0,3.0,1236.0,18852.0,Manual,6.0,Front,4.9,111.0,16490.0
Peugeot 2008,81.0,3.0,1236.0,33548.0,Manual,6.0,Front,4.8,110.0,17350.0
Peugeot 2008,60.0,4.0,1120.0,28218.0,Manual,5.0,Front,4.9,112.5,13950.0
Peugeot 2008,74.0,0.0,1192.0,2.0,Manual,6.0,Front,4.6,112.5,22098.0
Peugeot 2008,81.0,6.0,1225.0,63814.0,Automatic,6.0,Front,4.8,110.0,14800.0
Peugeot 508,147.0,5.0,1845.0,80300.0,Automatic,6.0,4WD,4.0,100.0,23900.0
Peugeot 2008,60.0,4.0,1120.0,44000.0,Manual,5.0,Front,4.9,112.5,14390.0
Peugeot 2008,74.0,6.0,1235.0,110593.0,Manual,5.0,Front,3.0,98.0,11490.0
Peugeot 2008,74.0,6.0,1235.0,110593.0,Manual,5.0,Front,3.0,98.0,11490.0
Peugeot 2008,74.0,2.0,1192.0,43900.0,Manual,6.0,Front,4.6,112.5,19990.0
Peugeot 2008,60.0,8.0,1120.0,67563.0,Manual,5.0,Front,4.9,112.5,9900.0
Peugeot 2008,96.0,0.0,1235.0,10.0,Automatic,8.0,Front,6.2,137.0,30850.0
Peugeot 2008,73.0,3.0,1235.0,177478.0,Manual,5.0,Front,3.5,98.0,10990.0
Peugeot 3008,96.0,4.0,1492.0,88995.0,Manual,6.0,Front,4.1,108.0,18850.0
Peugeot 2008,60.0,8.0,1130.0,14775.0,Manual,5.0,Front,4.9,114.0,8950.0
Peugeot 3008,96.0,3.0,1395.0,39987.0,Manual,6.0,Front,5.0,119.0,24875.0
Peugeot 3008,96.0,2.0,1492.0,40000.0,Automatic,8.0,Front,3.8,101.0,28890.0
Peugeot 2008,96.0,0.0,1320.0,20.0,Automatic,8.0,Front,6.0,136.0,30450.0
Peugeot 3008,220.0,2.0,1492.0,21060.0,Automatic,8.0,Front,1.5,35.0,38900.0
Peugeot 2008,60.0,6.0,1120.0,1.0,Manual,5.0,Front,4.9,112.5,13740.0
Peugeot 3008,96.0,1.0,1492.0,21746.0,Automatic,7.0,Front,5.3,1.0,32490.0
Peugeot 3008,96.0,4.0,1492.0,150000.0,Manual,6.0,Front,3.9,104.0,20400.0
Peugeot 3008,84.0,8.0,1492.0,86070.0,Automatic,6.0,Front,4.1,110.0,10990.0
Peugeot 3008,96.0,4.0,1430.0,83037.0,Automatic,8.0,Front,3.8,101.0,23200.0
Peugeot 2008,96.0,3.0,1235.0,24897.0,Manual,6.0,Front,4.9,120.0,15490.0
Peugeot 2008,82.0,6.0,1115.0,71673.0,Automatic,6.0,Front,4.8,110.0,15050.0
Peugeot 3008,120.0,6.0,1735.0,120000.0,Automatic,6.0,4WD,3.5,90.0,14499.0
Peugeot 3008,220.0,0.0,1492.0,2.0,Automatic,8.0,4WD,1.5,108.0,40500.0
Peugeot 3008,96.0,4.0,1492.0,78595.0,Manual,6.0,Front,4.1,109.0,23950.0
Peugeot 3008,96.0,2.0,1492.0,27075.0,Automatic,8.0,Front,3.8,101.0,30800.0
Peugeot 3008,96.0,3.0,1492.0,71116.0,Manual,6.0,Front,4.1,106.0,19890.0
Peugeot 3008,110.0,4.0,1425.0,70078.0,Manual,6.0,Front,4.4,114.0,22190.0
Peugeot 3008,96.0,3.0,1492.0,88800.0,Automatic,8.0,Front,4.0,106.0,25500.0
Peugeot 3008,88.0,4.0,1390.0,55000.0,Automatic,6.0,Front,4.2,108.0,22900.0
Peugeot 3008,88.0,6.0,1470.0,110660.0,Automatic,6.0,Front,4.3,112.0,12490.0
Peugeot 2008,68.0,7.0,1235.0,97254.0,Automatic,8.0,Front,3.8,98.0,11399.0
Peugeot 3008,133.0,3.0,1505.0,71000.0,Automatic,8.0,Front,5.3,123.0,26000.0
Peugeot 2008,96.0,1.0,1235.0,5.0,Manual,6.0,Front,4.9,103.0,23950.0
Peugeot 3008,96.0,3.0,1492.0,90138.0,Manual,6.0,Front,4.1,106.0,24899.0
Peugeot 3008,96.0,0.0,1492.0,10.0,Manual,6.0,Front,5.0,108.0,28990.0
Peugeot 3008,121.0,6.0,1492.0,72558.0,Automatic,6.0,Front,5.3,135.0,14490.0
Peugeot 2008,73.0,5.0,1235.0,108510.0,Manual,5.0,Front,3.7,97.0,12990.0
Peugeot 2008,60.0,3.0,1235.0,99659.0,Manual,5.0,Front,5.0,112.5,13890.0
Peugeot 3008,84.0,8.0,1496.0,185000.0,Manual,6.0,Front,5.1,125.0,9200.0
Peugeot 2008,88.0,4.0,1235.0,112468.0,Manual,6.0,Front,5.2,120.0,13900.0
Peugeot 3008,220.0,1.0,1492.0,30969.0,Automatic,8.0,4WD,1.5,108.0,35900.0
Peugeot 2008,68.0,7.0,1235.0,97254.0,Automatic,8.0,Front,3.8,98.0,11399.0
Peugeot 2008,68.0,7.0,1235.0,97254.0,Automatic,8.0,Front,3.8,98.0,11399.0
Peugeot 3008,96.0,4.0,1505.0,93855.0,Automatic,8.0,Front,3.8,101.0,22990.0
Peugeot 3008,96.0,2.0,1915.0,56008.0,Automatic,8.0,4WD,4.1,108.0,40770.0
Peugeot 3008,96.0,4.0,1492.0,46524.0,Manual,6.0,Front,4.1,107.0,20290.0
Peugeot 3008,220.0,1.0,1492.0,8075.0,Automatic,8.0,4WD,1.5,108.0,39990.0
Peugeot 3008,88.0,4.0,1279.0,153954.0,Manual,6.0,Front,3.8,100.0,18445.0
Peugeot 2008,68.0,8.0,1235.0,99276.0,Manual,5.0,Front,4.0,103.0,10190.0
Peugeot 2008,96.0,3.0,1230.0,43072.0,Manual,6.0,Front,5.1,117.0,22190.0
Peugeot 3008,132.0,5.0,1465.0,67289.0,Automatic,6.0,Front,4.8,124.0,25790.0
Peugeot 2008,75.0,3.0,1235.0,61076.0,Manual,6.0,Front,0.0,98.0,16490.0
Peugeot 2008,96.0,3.0,1230.0,44481.0,Manual,6.0,Front,5.1,117.0,20290.0
Peugeot 3008,165.0,0.0,1492.0,1.0,Automatic,8.0,Front,1.5,108.0,39000.0
Peugeot 3008,96.0,3.0,1492.0,62930.0,Manual,6.0,Front,5.3,118.0,23490.0
Peugeot 3008,96.0,5.0,1245.0,113266.0,Automatic,6.0,Front,5.5,127.0,20890.0
Peugeot 3008,96.0,3.0,1325.0,30705.0,Manual,6.0,Front,5.3,120.0,20990.0
Peugeot 3008,96.0,3.0,1492.0,41484.0,Automatic,8.0,Front,4.1,108.0,29490.0
Peugeot 3008,96.0,4.0,1492.0,81500.0,Automatic,8.0,Front,4.1,107.0,23890.0
Peugeot 2008,96.0,0.0,1235.0,1000.0,Automatic,8.0,Front,4.9,112.5,28120.0
Peugeot 3008,96.0,0.0,1492.0,1.0,Automatic,8.0,Front,5.1,117.0,32900.0
Peugeot 3008,96.0,4.0,1492.0,70835.0,Manual,6.0,Front,4.1,106.0,21900.0
Peugeot 2008,68.0,7.0,1235.0,92117.0,Manual,5.0,Front,4.0,98.0,10990.0
Peugeot 2008,68.0,7.0,1235.0,97254.0,Automatic,8.0,Front,3.8,98.0,11399.0
Peugeot 3008,96.0,0.0,1492.0,2.0,Automatic,8.0,Front,5.3,123.0,33990.0
Peugeot 2008,75.0,2.0,1235.0,70617.0,Manual,6.0,Front,3.6,96.0,21900.0
Peugeot 3008,133.0,3.0,1375.0,63484.0,Automatic,8.0,Front,5.8,131.0,26990.0
Peugeot 3008,96.0,2.0,1395.0,30123.0,Manual,6.0,Front,5.0,147.0,27990.0
Peugeot 3008,96.0,2.0,1915.0,34185.0,Automatic,8.0,4WD,1.2,28.0,36590.0
Peugeot 3008,96.0,4.0,1492.0,40400.0,Manual,6.0,Front,4.2,109.0,22690.0
Peugeot 2008,85.0,6.0,1235.0,43577.0,Manual,6.0,Front,3.75,96.0,13490.0
Peugeot 2008,73.0,4.0,1255.0,87500.0,Manual,5.0,Front,3.5,90.0,12200.0
Peugeot 3008,96.0,0.0,1320.0,5.0,Automatic,8.0,Front,5.1,123.0,29995.0
Peugeot 3008,133.0,3.0,1405.0,59821.0,Automatic,8.0,Front,5.6,123.0,29950.0
Peugeot 3008,133.0,3.0,1375.0,29781.0,Automatic,8.0,Front,5.8,131.0,28990.0
Peugeot 3008,132.0,4.0,1465.0,70642.0,Automatic,6.0,Front,4.8,124.0,26390.0
Peugeot 2008,68.0,7.0,1235.0,97254.0,Automatic,8.0,Front,3.8,98.0,11399.0
Peugeot 3008,96.0,3.0,1295.0,93673.0,Automatic,8.0,Front,4.9,118.0,25900.0
Peugeot 3008,96.0,1.0,1492.0,53739.0,Manual,6.0,Front,5.3,123.0,24500.0
Peugeot 3008,96.0,3.0,1295.0,93673.0,Automatic,8.0,Front,4.9,118.0,26590.0
Peugeot 3008,88.0,6.0,1492.0,101759.0,Automatic,6.0,Front,4.3,112.0,12490.0
Peugeot 3008,96.0,3.0,1430.0,72645.0,Automatic,8.0,Front,4.0,102.0,22290.0
